question,document
"Any recommendations for an anime with brutal fights, weird powers, and a messed up world?",44511
"What anime should I watch if I want something violent, fast-paced, and super chaotic?",44511
Any anime like this with a fake family and secret identities?,50265
"Looking for a comedy action show with spies and weird family stuff, any recs?",50265
What’s a good series about undercover missions but also cute family moments?,50265
Any manga or anime where everyone in the main cast is hiding something?,50265
Can you suggest a fun action-comedy anime with kids and secret powers?,50265
Any good anime with a kid who goes on a big adventure to find his missing dad?,136
Looking for a shonen with a deadly entrance test and a party of four?,136
What anime has a main cast chasing their own goals while dealing with tough trials and fights?,136
"Any recommendations for a classic adventure anime with powers, rivalries, and dangerous missions?",136
What should I watch if I want a long action-fantasy anime about a special exam and treasure-style quests?,136
Any recs for an action fantasy show with a long adventure and lots of fighting?,51039
"What’s a good ongoing series if I want power-ups, battles, and a fantasy world?",51039
Anyone know a web novel adaptation with nonstop action and adventure stuff?,51039
"Looking for an anime with magic, fights, and a story that keeps going for a lot of episodes?",51039
What should I watch if I want a fantasy action series that’s still airing?,51039
Any good anime about volleyball and nonstop team rivalry?,20583
Looking for a sports show where a short guy wants to prove himself on the court?,20583
"Any recommendations for anime with hard training, teamwork, and school tournaments?",20583
What anime should I watch if I like underdog stories in sports?,20583
Any series about a team trying to bounce back and reach the top?,20583
Any recommendations for an adventure anime with survival and treasure hunting vibes?,40059
"Looking for a gritty action show set in a cold northern place, any ideas?",40059
Any anime where different groups are racing for hidden loot and clues?,40059
"Can someone suggest a series with lots of violence, mystery, and wild chases?",40059
What should I watch if I want a historical action anime with a tough journey and factions fighting over a prize?,40059
Any anime about a young skater trying to qualify for a big tournament?,61335
What are some sports anime with a coach and student working toward the top?,61335
Anyone know a drama anime about figure skating and tough competitions?,61335
Looking for an anime where the main girl keeps improving through training and contests?,61335
Any good sports anime with an underdog aiming for the national level?,61335
"Any anime recs with weird ghosts, curses, and a lot of chaos?",60543
What’s a good action-comedy anime with supernatural stuff and wild fights?,60543
Anyone know a show with teens dealing with spirits and creepy town secrets?,60543
"Looking for anime with psychic powers, monsters, and funny moments?",60543
What should I watch if I want something fast-paced with paranormal mysteries and fighting?,60543
Any anime or manga like this with weird nature spirits and a calm vibe?,24687
"Looking for a short supernatural special with mystery and creepy forest stuff, any recs?",24687
Any series about a traveler solving strange cases tied to nature and old legends?,24687
"What’s a good anime with a slow pace, eerie atmosphere, and hidden secrets?",24687
"Anyone know an anime about supernatural creatures, abandoned places, and uncovering what’s really going on?",24687
Any good anime movie about a guy who can see spirits and helps them move on?,36538
"Looking for a calm supernatural movie with ghosts, mysteries, and a kind main guy?",36538
Any recs for a short anime film about making peace with spirits and old family secrets?,36538
What anime movie should I watch if I want a soft slice-of-life story with spirits and emotional moments?,36538
Anyone know a movie like this one where the main character deals with ghosts and a magical book?,36538
Any recs for an isekai anime with a guy stuck in a bad time loop and trying to save everyone?,42203
"Looking for a dark fantasy show where the main cast has to deal with trust issues and a lot of pain, any ideas?",42203
"Anyone know a light novel anime with suspense, drama, and a hero who keeps pushing forward no matter what?",42203
